# DESeq2/Condition GF vs wt
NVE100	K07152
NVE22319	K18026
NVE22362	K00658
NVE22372	K04482
NVE22376	K01724
NVE22377	K02209
NVE22378	K06269
NVE22380	K05323
NVE22384	K06637
NVE22393	K11412
NVE22395	K13025
NVE22411	K03233
NVE22418	K13205
NVE22425	K11665
NVE22428	K02730
NVE22444	K01958
NVE22445	K01958
NVE22446	K10669
NVE22453	K04988
NVE22457	K00670
NVE22467	K10601
NVE22509	K13278
NVE2252	K13044
NVE22524	K04223
NVE22525	K04079
NVE2253	K07178
NVE22530	K02183
NVE22537	K05546
NVE22539	K08585
NVE22553	K01166
NVE22567	K11584
NVE22570	K17770
NVE22588	K03265
NVE22611	K05190
NVE22615	K00128
NVE22651	K01923
NVE22661	K11807
NVE2267	K07376
NVE22672	K03062
NVE22697	K13646
NVE227	K14003
NVE22712	K10643
NVE2273	K05306
NVE22740	K15290
NVE2275	K00213
NVE22752	K03294
NVE22753	K15734
NVE22759	K13111
NVE22761	K01803
NVE2277	K07376
NVE22782	K11718
NVE2284	K02888
NVE22853	K18237
NVE22856	K09583
NVE22861	K02206
NVE2287	K15498
NVE22894	K05051
NVE22895	K13750
NVE22898	K06232
NVE22939	K14015
NVE22958	K18666
NVE22973	K15303
NVE22974	K14537
NVE22976	K03505
NVE22979	K18423
NVE2298	K02929
NVE22987	K06107
NVE22991	K16353
NVE23003	K04828
NVE23028	K15789
NVE23033	K05218
NVE23044	K01242
NVE23053	K14809
NVE23055	K00228
NVE2307	K06171
NVE2309	K00236
NVE23141	K05673
NVE23142	K18461
NVE2315	K05673
NVE2316	K18890
NVE23160	K04399
NVE23166	K19328
NVE23170	K21752
NVE23171	K01482
NVE23176	K14300
NVE2318	K08187
NVE23190	K22390
NVE23199	K22198
NVE23200	K02149
NVE23201	K20352
NVE23207	K19491
NVE23220	K01904
NVE23257	K01958
NVE23279	K04794
NVE2328	K13868
NVE23281	K04688
NVE23283	K10756
NVE23285	K20478
NVE23286	K14568
NVE23298	K03237
NVE23310	K00876
NVE23323	K13868
NVE23330	K16590
NVE23334	K12351
NVE23354	K19199
NVE23390	K17725
NVE234	K10436
NVE23407	K16762
NVE23429	K12739
NVE2343	K05396
NVE23430	K05023
NVE23434	K20307
NVE23439	K10366
NVE23472	K10382
NVE23538	K07901
NVE23540	K15443
NVE23555	K15542
NVE23558	K11323
NVE23561	K01047
NVE23568	K13346
NVE23572	K09877
NVE23582	K13280
NVE23589	K04796
NVE23609	K16669
NVE2365	K00626
NVE23671	K10755
NVE23672	K05759
NVE23676	K07756
NVE23687	K20290
NVE23706	K01070
NVE2372	K04607
NVE2377	K11564
NVE23796	K03012
NVE23797	K00297
NVE2380	K13154
NVE23805	K06254
NVE23810	K01310
NVE23813	K00134
NVE23815	K01183
NVE2382	K16546
NVE23825	K14835
NVE23847	K07941
NVE23864	K04507
NVE23865	K01231
NVE23866	K01772
NVE239	K03434
NVE23921	K04248
NVE23924	K04249
NVE23925	K20051
NVE23926	K18024
NVE23930	K01179
NVE23931	K07939
NVE23932	K01179
NVE2394	K11787
NVE23975	K03540
NVE23976	K02257
NVE23990	K10949
NVE24009	K02267
NVE24041	K11252
NVE24069	K03652
NVE24079	K14775
NVE24095	K04988
NVE24126	K04969
NVE24130	K10345
NVE24132	K13212
NVE24134	K01530
NVE24140	K00789
NVE24144	K01887
NVE24167	K19478
NVE24168	K11654
NVE24169	K10185
NVE24172	K16480
NVE2418	K04593
NVE24180	K21594
NVE24181	K01025
NVE24188	K12751
NVE24193	K05673
NVE242	K02156
NVE24214	K02295
NVE24244	K11417
NVE2425	K19947
NVE24269	K12021
NVE24283	K08813
NVE24288	K05619
NVE24297	K00261
NVE24299	K05770
NVE24302	K04434
NVE24309	K01052
NVE2435	K09048
NVE24383	K06874
NVE24390	K03424
NVE24391	K10803
NVE24414	K18628
NVE24422	K06675
NVE2445	K00128
NVE2446	K12382
NVE24473	K08764
NVE24480	K02114
NVE24484	K10580
NVE24493	K17267
NVE24524	K15015
NVE24526	K08766
NVE24530	K14312
NVE24532	K13862
NVE2456	K20478
NVE24569	K17529
NVE24573	K09228
NVE24594	K17824
NVE24597	K00738
NVE24600	K09515
NVE24627	K00565
NVE24635	K03783
NVE24637	K12875
NVE24640	K13868
NVE24642	K08956
NVE24698	K04443
NVE24728	K01869
NVE24732	K01183
NVE24754	K00181
NVE24794	K11858
NVE24795	K00294
NVE24797	K17079
NVE24806	K01769
NVE24812	K00471
NVE24817	K11664
NVE24826	K00456
NVE24831	K10256
NVE24836	K15865
NVE24872	K06238
NVE24881	K00315
NVE24887	K06961
NVE24898	K17985
NVE2491	K10769
NVE24911	K15601
NVE2492	K04612
NVE24920	K09345
NVE2493	K06974
NVE24938	K14308
NVE24946	K08239
NVE24947	K14026
NVE2496	K01835
NVE24963	K14693
NVE24983	K10649
NVE24984	K05035
NVE24988	K21548
NVE24992	K09569
NVE24997	K21870
NVE25	K03259
NVE250	K03255
NVE25006	K07232
NVE2501	K05857
NVE25013	K10869
NVE25016	K09553
NVE25020	K14774
NVE25021	K09491
NVE25022	K00512
NVE25028	K00621
NVE25029	K17610
NVE25047	K06633
NVE2505	K12663
NVE25055	K05695
NVE25076	K17260
NVE2508	K12396
NVE25081	K01858
NVE25084	K00784
NVE25096	K18159
NVE25109	K19023
NVE25125	K16576
NVE25126	K07874
NVE2517	K06639
NVE25197	K03105
NVE25218	K06819
NVE25222	K05673
NVE25243	K00799
NVE25254	K01276
NVE25257	K02649
NVE25265	K11647
NVE25266	K12389
NVE25273	K03386
NVE25280	K06711
NVE25305	K20644
NVE25321	K00252
NVE25329	K04150
NVE25332	K06238
NVE25334	K06238
NVE2534	K11248
NVE25345	K15425
NVE25352	K14415
NVE25364	K17341
NVE25373	K09851
NVE25378	K20179
NVE25379	K00734
NVE25388	K17543
NVE2539	K05765
NVE25426	K07515
NVE25435	K21914
NVE25441	K04984
NVE25458	K08868
NVE25467	K00857
NVE255	K06238
NVE25525	K00512
NVE25544	K04795
NVE25552	K12840
NVE2557	K05765
NVE25575	K16353
NVE25576	K16353
NVE25587	K12883
NVE25599	K00474
NVE25606	K03016
NVE25609	K00943
NVE25610	K09225
NVE25611	K04984
NVE25689	K18082
NVE25693	K02358
NVE25705	K10749
NVE25706	K11394
NVE25777	K09624
NVE25782	K06645
NVE25785	K04266
NVE2582	K16601
NVE25865	K09493
NVE25875	K12132
NVE25889	K06620
NVE25929	K20819
NVE25931	K09554
NVE25941	K05034
NVE25962	K01619
NVE25965	K05236
NVE26005	K19922
NVE26008	K20173
NVE26013	K00461
NVE26014	K08151
NVE26036	K17043
NVE26069	K08606
NVE26074	K13251
NVE26081	K16673
NVE26088	K04500
NVE26092	K07525
NVE26093	K01415
NVE26097	K02353
NVE26101	K03189
NVE26102	K17500
NVE26111	K12861
NVE26113	K09459
NVE26119	K00981
NVE26120	K04802
NVE26144	K15438
NVE26155	K03662
NVE26168	K04649
NVE26174	K16866
NVE262	K16938
NVE26208	K05678
NVE26215	K01077
NVE2641	K12403
NVE2646	K12592
NVE2689	K03377
NVE2691	K20398
NVE2699	K07374
NVE2701	K07374
NVE2702	K07374
NVE2706	K15235
NVE2723	K07556
NVE2726	K10427
NVE274	K17497
NVE2764	K12485
NVE2772	K04988
NVE2773	K06639
NVE2775	K22420
NVE2776	K15192
NVE2777	K09561
NVE2792	K13238
NVE2820	K00940
NVE2825	K12585
NVE2835	K01186
NVE287	K01069
NVE2870	K05692
NVE2871	K18441
NVE2878	K03470
NVE2894	K00950
NVE2908	K00457
NVE2923	K10599
NVE2932	K16942
NVE2937	K09577
NVE2949	K19681
NVE296	K19948
NVE2963	K16896
NVE2976	K03246
NVE2981	K01372
NVE2991	K14857
NVE30	K17428
NVE3030	K13051
NVE3047	K04615
NVE3048	K04615
NVE3062	K01638
NVE3064	K11088
NVE3078	K02266
NVE3079	K06942
NVE3081	K07903
NVE3083	K01011
NVE3085	K00248
NVE3094	K14298
NVE31	K19405
NVE3113	K20478
NVE3123	K05614
NVE3124	K19269
NVE3145	K02210
NVE3182	K20828
NVE3184	K14800
NVE319	K08336
NVE3191	K00323
NVE3211	K21873
NVE3216	K15445
NVE3220	K03868
NVE3248	K12489
NVE3249	K17784
NVE3256	K21971
NVE3259	K00010
NVE3266	K07508
NVE3272	K01890
NVE3274	K11456
NVE3278	K17360
NVE3285	K00789
NVE3286	K00789
NVE3324	K19363
NVE3326	K10457
NVE3343	K01787
NVE3350	K06234
NVE3366	K14788
NVE3370	K01480
NVE3391	K09680
NVE3393	K11374
NVE3402	K07189
NVE3404	K00280
NVE3436	K09377
NVE3439	K03578
NVE3451	K12384
NVE3462	K18592
NVE3466	K06965
NVE3467	K11540
NVE3478	K07515
NVE35	K11436
NVE3515	K14559
NVE3522	K01796
NVE3561	K00079
NVE3563	K12311
NVE3566	K01648
NVE3568	K10172
NVE3581	K21418
NVE3584	K19640
NVE3585	K01934
NVE3593	K19360
NVE3613	K16353
NVE3615	K10419
NVE3616	K17602
NVE3618	K06185
NVE3623	K12261
NVE3625	K15014
NVE3628	K07378
NVE363	K01681
NVE3639	K13194
NVE364	K03267
NVE3641	K16798
NVE3656	K09527
NVE3678	K00167
NVE3698	K07565
NVE3700	K04393
NVE3702	K03420
NVE3717	K01301
NVE3721	K13299
NVE3725	K01415
NVE3742	K16833
NVE3751	K03065
NVE3773	K00854
NVE3781	K10661
NVE3783	K04150
NVE3791	K06711
NVE380	K04405
NVE3802	K03217
NVE3816	K09584
NVE3823	K04984
NVE3827	K14397
NVE3854	K12410
NVE3878	K01687
NVE3893	K17928
NVE3897	K00659
NVE3918	K09542
NVE3929	K14455
NVE3937	K04371
NVE3942	K17046
NVE3943	K17046
NVE3958	K07369
NVE3965	K05673
NVE3966	K05673
NVE4002	K02684
NVE4003	K02684
NVE4013	K01357
NVE4019	K16802
NVE402	K05312
NVE4020	K00602
NVE4027	K11984
NVE4030	K00006
NVE4032	K00058
NVE4033	K17583
NVE4035	K04351
NVE4036	K04351
NVE4051	K03104
NVE4056	K05691
NVE4080	K17341
NVE4098	K11843
NVE41	K12825
NVE4103	K01907
NVE4109	K07936
NVE4111	K01841
NVE4121	K17362
NVE4127	K02265
NVE4143	K10901
NVE4158	K02326
NVE4170	K09578
NVE4198	K07195
NVE420	K02939
NVE4206	K12751
NVE4209	K03283
NVE4223	K00767
NVE4229	K09458
NVE4236	K17264
NVE4258	K12164
NVE4259	K05208
NVE4264	K20879
NVE4283	K19367
NVE4297	K16571
NVE4306	K05606
NVE4311	K11373
NVE4313	K10277
NVE4352	K12581
NVE4354	K14799
NVE4355	K19519
NVE4363	K10185
NVE4367	K16685
NVE4370	K01493
NVE441	K11504
NVE4411	K12389
NVE4413	K18208
NVE442	K14004
NVE4427	K06700
NVE4432	K00164
NVE4434	K07918
NVE4435	K18402
NVE4437	K09584
NVE444	K20100
NVE4443	K17871
NVE4456	K00714
NVE4477	K14564
NVE4481	K04863
NVE4490	K08568
NVE4506	K15075
NVE4523	K22376
NVE456	K05636
NVE4566	K05208
NVE4567	K06532
NVE4573	K01810
NVE4574	K20880
NVE4578	K11876
NVE459	K04513
NVE460	K17732
NVE461	K02729
NVE4645	K20121
NVE4657	K10272
NVE4661	K05673
NVE4662	K16768
NVE4668	K10532
NVE4671	K17495
NVE4683	K03687
NVE4694	K00615
NVE4696	K20520
NVE4731	K03929
NVE4733	K15437
NVE4740	K06619
NVE4741	K11089
NVE4742	K11089
NVE4768	K15028
NVE4772	K14780
NVE4773	K06560
NVE4775	K10479
NVE4786	K01738
NVE48	K12373
NVE4822	K05181
NVE4852	K12873
NVE4856	K03098
NVE4860	K04988
NVE4872	K18592
NVE4881	K10086
NVE4883	K13912
NVE4886	K03124
NVE4890	K02952
NVE4895	K14768
NVE4940	K14398
NVE4941	K12035
NVE4945	K04874
NVE4948	K09478
NVE4952	K07277
NVE4956	K05292
NVE4961	K03010
NVE5	K18327
NVE5003	K12845
NVE5007	K02258
NVE5010	K12462
NVE5027	K08501
NVE5050	K15791
NVE5062	K05038
NVE5100	K00864
NVE5115	K14613
NVE5120	K00471
NVE514	K10755
NVE5154	K01674
NVE5186	K14620
NVE5193	K07877
NVE5195	K21198
NVE5197	K16532
NVE520	K19603
NVE5203	K09503
NVE5207	K16812
NVE5210	K06711
NVE5212	K06711
NVE5234	K06051
NVE5235	K17433
NVE5259	K02937
NVE5273	K17597
NVE5285	K19754
NVE5296	K12833
NVE5331	K09381
NVE536	K15637
NVE5385	K05863
NVE5390	K15101
NVE5391	K00286
NVE5395	K08183
NVE5398	K07189
NVE5399	K09667
NVE5421	K13649
NVE5422	K07378
NVE5424	K12319
NVE5425	K12318
NVE5426	K12319
NVE5441	K11971
NVE5443	K11968
NVE545	K08892
NVE5461	K00311
NVE5471	K09366
NVE5478	K00729
NVE5488	K00948
NVE5492	K04909
NVE5495	K05312
NVE5502	K18410
NVE551	K01079
NVE5525	K14209
NVE5526	K14209
NVE5542	K08202
NVE5553	K00411
NVE5555	K03213
NVE5563	K08009
NVE5592	K04392
NVE5600	K02727
NVE5605	K22078
NVE5606	K22078
NVE563	K05756
NVE5647	K15377
NVE5649	K16731
NVE5654	K03679
NVE5659	K12741
NVE5665	K09008
NVE5674	K17495
NVE57	K01415
NVE5702	K01710
NVE572	K13240
NVE575	K08606
NVE5765	K03031
NVE5772	K12383
NVE5838	K20364
NVE5875	K20478
NVE5877	K20478
NVE5891	K03249
NVE59	K19501
NVE5910	K03139
NVE5911	K05759
NVE592	K16910
NVE5940	K20069
NVE596	K09479
NVE5968	K03294
NVE6011	K22076
NVE6012	K18669
NVE6028	K07515
NVE6044	K13525
NVE6045	K09828
NVE6056	K10891
NVE6057	K10891
NVE6063	K06027
NVE611	K04266
NVE6111	K01712
NVE6114	K01745
NVE6118	K14823
NVE613	K09452
NVE6137	K16310
NVE6149	K03174
NVE616	K13288
NVE6166	K10265
NVE6168	K05641
NVE6172	K12622
NVE6177	K01298
NVE6179	K01298
NVE6202	K17436
NVE621	K06103
NVE6210	K02599
NVE6213	K09409
NVE6214	K04984
NVE6223	K01816
NVE6232	K04988
NVE6250	K06777
NVE6254	K04851
NVE6262	K01128
NVE6266	K12323
NVE6284	K06107
NVE6285	K10409
NVE6316	K07198
NVE6331	K13982
NVE6339	K13800
NVE6370	K08606
NVE6372	K00627
NVE6384	K08202
NVE6385	K04830
NVE6392	K00869
NVE6394	K05692
NVE6398	K12392
NVE6399	K10712
NVE640	K00968
NVE6411	K17266
NVE6412	K20402
NVE6461	K10875
NVE6469	K01599
NVE647	K20478
NVE6472	K01641
NVE6477	K08288
NVE6495	K10993
NVE6502	K10358
NVE6516	K04461
NVE652	K05680
NVE6555	K16316
NVE6565	K21956
NVE6570	K01855
NVE6571	K00030
NVE6578	K10956
NVE6592	K05305
NVE660	K14684
NVE6634	K00613
NVE6635	K00613
NVE6648	K01893
NVE6678	K06537
NVE6681	K01823
NVE6689	K09224
NVE6691	K14459
NVE6703	K03254
NVE6706	K20346
NVE6748	K13525
NVE6751	K01462
NVE6792	K13708
NVE682	K07562
NVE6831	K10798
NVE6832	K12410
NVE6846	K10844
NVE6849	K15276
NVE6850	K11583
NVE6859	K01495
NVE687	K01164
NVE6880	K02988
NVE6900	K00962
NVE6908	K04887
NVE6925	K05849
NVE6937	K21862
NVE6943	K16454
NVE6944	K11884
NVE6951	K08738
NVE6954	K17920
NVE6960	K18384
NVE6963	K01698
NVE6985	K11848
NVE6987	K12186
NVE6990	K09142
NVE7034	K06114
NVE7062	K14825
NVE708	K09272
NVE7080	K12310
NVE7110	K00232
NVE7113	K02105
NVE7118	K22197
NVE7122	K09592
NVE7129	K19909
NVE713	K14318
NVE7131	K11406
NVE7145	K00920
NVE7196	K21862
NVE722	K09592
NVE7222	K00569
NVE7227	K15442
NVE7245	K01135
NVE7247	K20222
NVE7252	K00512
NVE7259	K00699
NVE7266	K10284
NVE7267	K00864
NVE7274	K10359
NVE7276	K01283
NVE7277	K01283
NVE729	K08369
NVE7297	K10408
NVE7349	K21862
NVE735	K04008
NVE7406	K13207
NVE742	K03469
NVE7439	K04605
NVE7441	K12877
NVE7470	K06972
NVE7481	K09540
NVE7486	K00626
NVE7492	K10267
NVE7509	K01937
NVE7512	K19001
NVE7520	K20526
NVE7521	K20526
NVE7545	K00451
NVE7570	K04377
NVE7572	K00469
NVE7583	K17043
NVE7601	K12580
NVE7633	K11141
NVE7641	K00254
NVE7645	K04144
NVE7646	K00814
NVE7684	K08824
NVE7688	K14864
NVE7696	K07190
NVE7711	K09495
NVE7723	K03929
NVE7733	K04950
NVE7740	K20704
NVE7745	K00918
NVE7757	K02830
NVE7762	K05863
NVE7768	K01376
NVE7782	K04284
NVE7792	K12460
NVE7806	K00033
NVE7822	K09377
NVE7824	K00826
NVE7825	K10579
NVE784	K00721
NVE7848	K16804
NVE7849	K15759
NVE7872	K06229
NVE79	K13649
NVE7903	K05673
NVE7906	K05673
NVE7907	K05673
NVE7911	K05719
NVE7943	K08621
NVE7947	K17623
NVE7949	K04043
NVE7950	K15156
NVE7951	K15156
NVE7953	K11594
NVE7954	K09549
NVE7961	K13750
NVE7967	K12132
NVE7988	K13444
NVE7993	K08202
NVE80	K17218
NVE8001	K01952
NVE8020	K14400
NVE8028	K20397
NVE8049	K09489
NVE8051	K17495
NVE8071	K01183
NVE8075	K01183
NVE8079	K09560
NVE8095	K18619
NVE8101	K11251
NVE8104	K12307
NVE811	K13181
NVE8110	K11339
NVE8122	K13649
NVE8132	K06174
NVE8133	K04594
NVE8149	K21956
NVE8159	K08054
NVE8167	K15116
NVE8178	K00525
NVE8185	K00262
NVE820	K14824
NVE8205	K07364
NVE821	K14824
NVE8227	K01192
NVE8233	K00088
NVE8241	K10408
NVE8242	K10408
NVE8257	K21956
NVE8275	K05592
NVE8294	K05048
NVE8322	K02602
NVE8328	K02183
NVE8332	K02183
NVE8338	K09548
NVE8362	K22182
NVE8367	K09657
NVE8375	K02874
NVE8381	K17759
NVE8383	K19006
NVE8384	K19006
NVE8386	K21769
NVE8412	K01968
NVE8414	K06238
NVE8419	K04256
NVE8464	K06054
NVE8472	K06819
NVE8495	K00012
NVE8501	K12615
NVE8503	K11154
NVE8509	K18406
NVE8513	K15294
NVE8552	K02540
NVE8553	K06777
NVE8571	K03239
NVE8580	K13145
NVE8589	K10590
NVE8595	K08193
NVE8600	K11182
NVE8613	K11162
NVE863	K10443
NVE8631	K02935
NVE8637	K15015
NVE8639	K03251
NVE865	K05305
NVE8657	K17301
NVE8660	K02377
NVE8665	K14848
NVE8667	K09494
NVE8669	K09494
NVE8672	K00546
NVE8677	K14821
NVE8679	K09090
NVE8705	K10405
NVE8733	K07883
NVE8764	K12589
NVE8770	K07819
NVE878	K02150
NVE882	K02973
NVE8826	K10685
NVE8827	K10685
NVE8829	K14530
NVE8833	K07041
NVE8854	K11883
NVE8863	K07304
NVE8867	K00731
NVE8870	K17509
NVE8873	K03327
NVE8886	K10798
NVE890	K12382
NVE8904	K11519
NVE8906	K11801
NVE891	K12382
NVE8919	K00542
NVE8920	K00763
NVE8921	K01640
NVE8924	K11593
NVE8932	K12373
NVE8941	K00072
NVE895	K08375
NVE8972	K01565
NVE9015	K08574
NVE9017	K09258
NVE9018	K14025
NVE9024	K18269
NVE9052	K06677
NVE9058	K01951
NVE9077	K12804
NVE9105	K13912
NVE911	K04856
NVE9115	K06184
NVE9125	K01310
NVE9139	K10408
NVE9141	K10408
NVE9146	K11832
NVE9147	K00849
NVE9154	K02891
NVE9158	K17988
NVE9159	K03841
NVE9171	K10268
NVE9185	K14077
NVE9202	K05312
NVE9215	K05193
NVE9225	K14793
NVE9227	K14405
NVE9234	K17495
NVE9235	K17495
NVE9249	K18083
NVE925	K02183
NVE9250	K14307
NVE9267	K00249
NVE9282	K03433
NVE9296	K21625
NVE9299	K05956
NVE9300	K05610
NVE9315	K20396
NVE9319	K11590
NVE9329	K03953
NVE9353	K17924
NVE9397	K04370
NVE9398	K12587
NVE9411	K11656
NVE9413	K13517
NVE9414	K14347
NVE942	K13159
NVE9422	K12857
NVE9429	K01897
NVE943	K08105
NVE9430	K00022
NVE9457	K17341
NVE9477	K01897
NVE9481	K03535
NVE9490	K17505
NVE9491	K20719
NVE9505	K16621
NVE952	K17495
NVE9520	K05542
NVE9577	K11163
NVE9584	K02184
NVE9586	K02212
NVE9589	K00666
NVE959	K03049
NVE9591	K14401
NVE9613	K00657
NVE9619	K02152
NVE964	K05657
NVE9647	K18422
NVE968	K22078
NVE97	K01025
NVE9702	K14842
NVE9725	K09577
NVE9736	K10726
NVE9766	K22193
NVE9778	K10582
NVE9795	K14686
NVE9809	K14819
NVE9824	K12562
NVE9833	K20183
NVE9850	K15614
NVE986	K14006
NVE9889	K20098
NVE9891	K01551
NVE9894	K20795
NVE9899	K09699
NVE9903	K18669
NVE9907	K09522
NVE9911	K14391
NVE9925	K00643
NVE9928	K09283
NVE9929	K02493
NVE9930	K00289
NVE9939	K04891
NVE9941	K10716
NVE9953	K03661
NVE9962	K20879
NVE9969	K12309
NVE9981	K02599
NVE9987	K06698
# DESeq2/Condition bE.A bJ.A bA.A vs wt
NVE100	K07152
NVE10002	K08958
NVE1001	K12373
NVE10017	K14709
NVE10021	K17341
NVE10024	K17268
NVE10025	K02132
NVE10026	K01663
NVE10037	K05673
NVE10049	K03918
NVE10050	K01307
NVE10052	K06642
NVE10060	K12881
NVE10083	K12193
NVE10086	K11498
NVE10088	K15176
NVE10089	K00030
NVE10093	K15464
NVE10098	K08621
NVE10099	K08632
NVE10100	K10521
NVE10122	K03320
NVE10143	K12488
NVE10152	K16330
NVE10157	K16911
NVE10164	K11795
NVE10170	K17495
NVE10173	K13697
NVE10174	K12586
NVE10177	K05094
NVE10178	K06237
NVE10179	K06237
NVE10183	K03064
NVE10185	K16816
NVE10193	K04615
NVE10195	K09656
NVE10197	K17398
NVE10198	K13706
NVE10199	K14295
NVE10201	K06111
NVE10214	K09705
NVE10216	K12232
NVE10220	K04354
NVE10252	K20478
NVE10293	K10408
NVE10311	K13173
NVE10318	K10744
NVE10331	K18411
NVE10332	K02355
NVE10334	K10252
NVE10348	K09680
NVE10378	K13431
NVE10393	K10801
NVE10415	K15146
NVE10419	K02917
NVE10421	K20163
NVE10422	K14326
NVE10439	K10591
NVE10441	K03522
NVE10447	K21439
NVE10484	K17794
NVE10495	K11729
NVE1050	K04984
NVE10506	K18259
NVE10531	K15109
NVE10539	K06777
NVE10552	K17919
NVE10553	K02953
NVE10565	K06129
NVE10573	K03232
NVE10574	K02542
NVE10581	K20217
NVE10619	K02146
NVE10620	K10733
NVE10626	K06626
NVE10632	K00069
NVE10642	K03433
NVE10643	K02906
NVE10649	K13091
NVE10708	K22139
NVE1072	K05283
NVE10720	K07951
NVE10731	K16770
NVE10734	K09582
NVE1074	K03951
NVE10742	K09322
NVE10746	K05765
NVE10762	K00281
NVE10763	K16860
NVE10787	K04567
NVE10790	K18342
NVE10794	K09848
NVE10806	K14347
NVE10808	K10478
NVE1081	K15365
NVE10829	K22075
NVE10841	K18953
NVE10852	K03939
NVE10853	K02183
NVE10857	K02263
NVE10865	K05755
NVE10877	K10308
NVE10878	K01365
NVE10879	K01365
NVE10880	K01672
NVE10890	K04799
NVE10929	K17419
NVE1093	K14829
NVE10932	K19757
NVE10940	K08465
NVE10946	K07562
NVE10949	K02599
NVE10950	K02599
NVE10951	K02599
NVE1096	K16573
NVE10972	K04794
NVE10975	K02366
NVE10976	K00476
NVE10991	K17253
NVE11008	K22137
NVE1103	K09664
NVE11030	K05105
NVE11039	K01194
NVE11040	K17906
NVE1106	K12481
NVE11060	K08267
NVE11062	K03363
NVE11063	K20280
NVE11066	K04570
NVE11075	K05677
NVE1108	K19656
NVE11085	K01358
NVE11117	K03456
NVE11118	K12331
NVE11119	K12331
NVE11122	K11583
NVE11147	K00036
NVE11155	K19755
NVE11156	K18180
NVE11159	K10839
NVE11169	K08202
NVE11184	K02145
NVE11187	K11849
NVE11190	K06082
NVE11196	K16570
NVE112	K08963
NVE11204	K00750
NVE11208	K03521
NVE11215	K02156
NVE11219	K03038
NVE11221	K19400
NVE11229	K22422
NVE11230	K01365
NVE11231	K18080
NVE11235	K13126
NVE11249	K21889
NVE11250	K00744
NVE11257	K12200
NVE11261	K10369
NVE11262	K17356
NVE11270	K02184
NVE11282	K17495
NVE11283	K12236
NVE11295	K09666
NVE11306	K11090
NVE11319	K09339
NVE11322	K01880
NVE11323	K04911
NVE11330	K20408
NVE11333	K12869
NVE11337	K00710
NVE11338	K13990
NVE11339	K05719
NVE11346	K00921
NVE1135	K03243
NVE11351	K10356
NVE11357	K12160
NVE11362	K06238
NVE11365	K14838
NVE11370	K11363
NVE1138	K01669
NVE11387	K04552
NVE11389	K10421
NVE11406	K17916
NVE11407	K09542
NVE11413	K08876
NVE11428	K14777
NVE11447	K02987
NVE11452	K21760
NVE11463	K07199
NVE11465	K00161
NVE11483	K13093
NVE11484	K10771
NVE11485	K05662
NVE1149	K04809
NVE11492	K00799
NVE11506	K04612
NVE11511	K20044
NVE11514	K01077
NVE11517	K01077
NVE11538	K01239
NVE11539	K01254
NVE11540	K05607
NVE11548	K17422
NVE1155	K13525
NVE11552	K06491
NVE11569	K07820
NVE1157	K04615
NVE11577	K01620
NVE1158	K02889
NVE11580	K01245
NVE11589	K00600
NVE1159	K17253
NVE11601	K15728
NVE11613	K00738
NVE11632	K10080
NVE11649	K13343
NVE1165	K07378
NVE11678	K03454
NVE11688	K14411
NVE11689	K14411
NVE11713	K09488
NVE11717	K07953
NVE11718	K09310
NVE11722	K16769
NVE11743	K20473
NVE11745	K12389
NVE11749	K05636
NVE1175	K08515
NVE11761	K01889
NVE1178	K13146
NVE11781	K06855
NVE1179	K01183
NVE1180	K10106
NVE11802	K12876
NVE11807	K02958
NVE11823	K11150
NVE11826	K10389
NVE11827	K15100
NVE1183	K09108
NVE11833	K16669
NVE11840	K08496
NVE11841	K19363
NVE11846	K01948
NVE11847	K01948
NVE11860	K11407
NVE11878	K03005
NVE11909	K21853
NVE11910	K21853
NVE11915	K05673
NVE11918	K09490
NVE11919	K04043
NVE11922	K14963
NVE11923	K01940
NVE11926	K03926
NVE11927	K15182
NVE11928	K07368
NVE11941	K01301
NVE11943	K17885
NVE11957	K01904
NVE11959	K11493
NVE11962	K04796
NVE11963	K14564
NVE1199	K09228
NVE12	K04266
NVE1201	K13342
NVE12020	K02599
NVE12027	K09273
NVE12028	K09288
NVE12039	K13126
NVE12051	K03231
NVE12053	K11549
NVE12074	K11154
NVE12085	K07249
NVE12089	K10349
NVE12094	K03234
NVE12095	K00572
NVE12111	K17578
NVE12112	K00914
NVE12113	K11546
NVE12115	K15118
NVE1212	K11091
NVE12122	K02890
NVE12129	K10457
NVE12139	K13352
NVE12141	K10359
NVE12149	K03245
NVE12150	K21862
NVE12158	K05849
NVE12162	K14529
NVE12164	K02331
NVE1217	K19914
NVE12177	K02503
NVE12179	K12383
NVE12192	K04307
NVE12195	K12047
NVE12196	K10656
NVE1221	K01634
NVE12211	K03260
NVE12216	K04984
NVE12228	K12882
NVE12240	K04522
NVE12241	K04522
NVE12246	K01867
NVE1226	K13811
NVE12260	K08835
NVE1227	K13811
NVE12303	K16942
NVE12312	K14822
NVE12328	K09531
NVE12336	K12402
NVE12342	K07904
NVE12343	K15191
NVE12346	K19473
NVE1237	K19521
NVE12374	K13912
NVE12378	K12035
NVE1238	K00049
NVE12380	K19721
NVE12389	K00759
NVE12397	K11147
NVE12401	K14790
NVE12441	K04712
NVE12456	K02907
NVE12495	K12373
NVE12505	K01488
NVE12517	K00714
NVE12519	K11251
NVE12522	K16172
NVE12524	K14808
NVE12527	K03942
NVE12558	K10380
NVE12565	K10380
