"","Contig","GO"
"84207","NVE10655","GO:0016021"
"84210","NVE10658","GO:0000400"
"84211","NVE10658","GO:0003684"
"84212","NVE10658","GO:0005524"
"84213","NVE10658","GO:0006298"
"84214","NVE10658","GO:0008094"
"84215","NVE10658","GO:0009411"
"84216","NVE10658","GO:0032137"
"84217","NVE10658","GO:0032138"
"84218","NVE10658","GO:0032301"
"84219","NVE10658","GO:0043570"
"84220","NVE10658","GO:0045910"
"84223","NVE10658","GO:0030983"
"84230","NVE10659","GO:0003677"
"84231","NVE10659","GO:0006351"
"84232","NVE10659","GO:0006355"
"84233","NVE10659",""
"84234","NVE10660","GO:0000155"
"84235","NVE10660","GO:0005524"
"84236","NVE10660","GO:0005622"
"84237","NVE10660","GO:0016021"
"84238","NVE10660","GO:0004252"
"84239","NVE10661","GO:0005509"
"84240","NVE10663","GO:0003723"
"84242","NVE10664","GO:0000184"
"84243","NVE10664","GO:0004674"
"84246","NVE10665","GO:0005509"
"84247","NVE10665","GO:0005886"
"84248","NVE10665","GO:0007156"
"84249","NVE10665","GO:0016021"
"84262","NVE10665","GO:0005328"
"84263","NVE10665","GO:0005887"
"84264","NVE10665","GO:0015171"
"84271","NVE10666","GO:0004252"
"84272","NVE10666","GO:0005615"
"84273","NVE10666","GO:0006508"
"84277","NVE10671","GO:0003676"
"84278","NVE10671","GO:0004190"
"84279","NVE10671","GO:0015074"
"84289","NVE10674","GO:0005622"
"84290","NVE10674","GO:0008270"
"84307","NVE10676","GO:0003676"
"84308","NVE10676","GO:0004190"
"84309","NVE10676","GO:0015074"
"84325","NVE10677","GO:0005622"
"84326","NVE10677","GO:0008270"
"84341","NVE10678","GO:0005622"
"84342","NVE10678","GO:0008270"
"84363","NVE10679",""
"84364","NVE10684","GO:0005622"
"84365","NVE10684","GO:0008270"
"84366","NVE10685","GO:0005622"
"84367","NVE10685","GO:0008270"
"84388","NVE10689","GO:0016740"
"84389","NVE10689","GO:0005737"
"84390","NVE10689","GO:0006782"
"84391","NVE10689","GO:0008483"
"84392","NVE10689","GO:0030170"
"84393","NVE10689","GO:0042286"
"84394","NVE10690","GO:0000778"
"84395","NVE10690","GO:0004672"
"84396","NVE10690","GO:0007094"
"84397","NVE10690","GO:0051754"
"84399","NVE10690","GO:0005524"
"84401","NVE10691","GO:0003676"
"84402","NVE10691","GO:0006364"
"84403","NVE10691","GO:0008408"
"84404","NVE10693","GO:0004854"
"84405","NVE10693","GO:0005829"
"84406","NVE10693","GO:0009115"
"84407","NVE10693","GO:0016903"
"84408","NVE10693","GO:0043546"
"84409","NVE10693","GO:0050660"
"84410","NVE10696","GO:0046872"
"84411","NVE10697","GO:0005739"
"84412","NVE10697","GO:0008270"
"84413","NVE10697","GO:0016491"
"84416","NVE10698","GO:0004672"
"84417","NVE10698","GO:0005759"
"84418","NVE10698","GO:0008289"
"84419","NVE10698","GO:0016887"
"84420","NVE10698","GO:0031314"
"84421","NVE10698","GO:0032194"
"84422","NVE10698","GO:0046777"
"84423","NVE10698","GO:1901006"
"84424","NVE10698",""
"84433","NVE10701","GO:0003964"
"84434","NVE10705","GO:0005215"
"84435","NVE10705","GO:0016021"
"84436","NVE10705","GO:0034220"
"84437","NVE10706","GO:0005887"
"84438","NVE10706","GO:0015347"
"84439","NVE10706","GO:0043252"
"84440","NVE10706","GO:0005215"
"84441","NVE10706","GO:0016021"
"84442","NVE10706","GO:0055085"
"84444","NVE10706","GO:0005886"
"84445","NVE10706","GO:0006811"
"84448","NVE10708","GO:0006850"
"84449","NVE10708","GO:0031305"
"84450","NVE10708","GO:0050833"
"84451","NVE10708","GO:0005743"
"84453","NVE10711","GO:0030246"
"84454","NVE10711","GO:0004930"
"84455","NVE10711","GO:0016021"
"84458","NVE10711","GO:0007166"
"84461","NVE10712","GO:0016021"
"84462","NVE10712","GO:0030246"
"84463","NVE10713","GO:0030246"
"84464","NVE10715","GO:0000242"
"84465","NVE10715","GO:0000922"
"84466","NVE10715","GO:0005814"
"84467","NVE10715","GO:0036064"
"84468","NVE10715","GO:0071539"
"84469","NVE10715","GO:0003743"
"84470","NVE10716","GO:0048858"
"84471","NVE10718","GO:0005524"
"84473","NVE10719","GO:0003700"
"84474","NVE10720","GO:0005525"
"84475","NVE10720","GO:0005622"
"84480","NVE10720","GO:0007368"
"84481","NVE10720","GO:0007369"
"84482","NVE10720","GO:0007601"
"84483","NVE10720","GO:0008593"
"84484","NVE10720","GO:0032402"
"84485","NVE10720","GO:0033339"
"84486","NVE10720","GO:0060271"
"84487","NVE10720","GO:0070121"
"84488","NVE10721","GO:0005622"
"84489","NVE10721","GO:0009055"
"84490","NVE10721","GO:0015035"
"84491","NVE10721","GO:0035556"
"84492","NVE10721","GO:0045454"
"84493","NVE10722","GO:0006511"
"84494","NVE10722","GO:0008270"
"84495","NVE10722","GO:0016579"
"84496","NVE10722","GO:0036459"
"84499","NVE10723","GO:0003677"
"84501","NVE10724","GO:0004713"
"84502","NVE10724","GO:0005622"
"84503","NVE10724","GO:0009190"
"84504","NVE10724","GO:0016021"
"84505","NVE10724","GO:0016849"
"84506","NVE10724","GO:0035556"
"84507","NVE10724","GO:0008531"
"84508","NVE10724","GO:0009231"
"84509","NVE10725","GO:0001522"
"84510","NVE10725","GO:0003723"
"84511","NVE10725","GO:0009982"
"84518","NVE10726","GO:0000122"
"84519","NVE10726","GO:0000977"
"84520","NVE10726","GO:0000981"
"84521","NVE10726","GO:0003682"
"84522","NVE10726","GO:0005634"
"84523","NVE10726","GO:0005829"
"84524","NVE10726","GO:0007249"
"84525","NVE10726","GO:0033256"
"84526","NVE10726","GO:0034097"
"84527","NVE10726","GO:0038061"
"84528","NVE10726","GO:0045087"
"84529","NVE10726","GO:0045944"
"84542","NVE10726","GO:0003677"
"84543","NVE10726","GO:0003700"
"84545","NVE10726","GO:0005737"
"84558","NVE10727","GO:0007165"
"84560","NVE10728","GO:0016021"
"84561","NVE10729","GO:0000278"
"84562","NVE10729","GO:0051301"
"84563","NVE10730","GO:0000278"
"84564","NVE10730","GO:0051301"
"84565","NVE10731","GO:0000278"
"84566","NVE10731","GO:0051301"
"84567","NVE10732","GO:0000155"
"84568","NVE10732","GO:0005622"
"84569","NVE10732","GO:0016021"
"84570","NVE10733","GO:0005783"
"84571","NVE10733","GO:0006869"
"84572","NVE10733","GO:0008289"
"84573","NVE10733","GO:0016020"
"84577","NVE10733","GO:0016021"
"84578","NVE10733","GO:0061817"
"84597","NVE10734","GO:0003756"
"84598","NVE10734","GO:0005783"
"84599","NVE10734","GO:0006457"
"84600","NVE10734","GO:0034976"
"84601","NVE10734","GO:0045454"
"84622","NVE10734","GO:0005623"
"84623","NVE10734","GO:0016853"
"84625","NVE10735","GO:0005739"
"84626","NVE10736","GO:0003677"
"84627","NVE10736","GO:0003700"
"84628","NVE10736","GO:0006351"
"84632","NVE10736","GO:0016740"
"84633","NVE10736","GO:0046872"
"84634","NVE10737","GO:0005975"
"84635","NVE10737","GO:0016773"
"84636","NVE10737",""
"84637","NVE10737","GO:0016021"
"84638","NVE10739","GO:0000155"
"84639","NVE10739","GO:0005524"
"84640","NVE10739","GO:0005622"
"84641","NVE10739","GO:0016021"
"84646","NVE10739","GO:0003677"
"84648","NVE10739","GO:0009035"
"84649","NVE10739","GO:0009307"
"84650","NVE10740","GO:0016021"
"84651","NVE10741","GO:0001077"
"84652","NVE10741","GO:0005634"
"84653","NVE10741","GO:0007275"
"84654","NVE10741","GO:0043565"
"84655","NVE10741","GO:0045944"
"84657","NVE10741","GO:0006355"
"84665","NVE10742","GO:0001077"
"84666","NVE10742","GO:0005634"
"84667","NVE10742","GO:0007275"
"84668","NVE10742","GO:0043565"
"84669","NVE10742","GO:0045944"
"84671","NVE10742","GO:0006355"
"84687","NVE10743","GO:0005634"
"84688","NVE10743","GO:0006355"
"84689","NVE10743","GO:0043565"
"84690","NVE10743","GO:0001077"
"84692","NVE10743","GO:0007275"
"84694","NVE10743","GO:0045944"
"84707","NVE10744","GO:0001077"
"84708","NVE10744","GO:0005634"
"84709","NVE10744","GO:0007275"
"84710","NVE10744","GO:0043565"
"84711","NVE10744","GO:0045944"
"84713","NVE10744","GO:0006355"
"84715","NVE10746","GO:0003779"
"84716","NVE10746","GO:0015629"
"84717","NVE10746","GO:0030042"
"84721","NVE10748","GO:0016491"
"84723","NVE10749","GO:0016021"
"84734","NVE10751","GO:0016021"
"84735","NVE10751","GO:0003824"
"84736","NVE10751","GO:0051536"
"84737","NVE10752","GO:0016567"
"84738","NVE10752","GO:0031463"
"84745","NVE10753","GO:0004842"
"84747","NVE10753","GO:0004970"
"84748","NVE10753","GO:0005249"
"84749","NVE10753","GO:0008076"
"84750","NVE10754","GO:0004842"
"84752","NVE10754","GO:0004970"
"84753","NVE10754","GO:0005249"
"84754","NVE10754","GO:0008076"
"84755","NVE10755","GO:0008285"
"84757","NVE10756","GO:0035091"
"84759","NVE10760",""
"84761","NVE10760","GO:0004252"
"84762","NVE10760","GO:0070008"
"84763","NVE10762","GO:0004375"
"84764","NVE10762","GO:0005739"
"84765","NVE10762","GO:0006546"
"84769","NVE10762","GO:0016829"
"84770","NVE10763","GO:0003824"
"84771","NVE10765",""
"84772","NVE10765","GO:0003964"
"84774","NVE10766","GO:0005272"
"84775","NVE10766","GO:0016021"
"84776","NVE10766","GO:0003824"
"84777","NVE10766","GO:0005615"
"84778","NVE10766","GO:0008152"
"84779","NVE10766","GO:0032504"
"84790","NVE10767","GO:0000002"
"84791","NVE10767","GO:0005634"
"84792","NVE10767","GO:0005657"
"84793","NVE10767","GO:0005739"
"84794","NVE10767","GO:0006260"
"84795","NVE10767","GO:0010521"
"84796","NVE10767","GO:0032211"
"84797","NVE10767","GO:0032508"
"84798","NVE10767","GO:0043141"
"84799","NVE10767","GO:0044806"
"84800","NVE10767","GO:0051974"
"84812","NVE10769","GO:0008171"
"84813","NVE10769","GO:0008173"
"84816","NVE10773","GO:0003964"
"84817","NVE10775","GO:0003676"
"84818","NVE10775","GO:0005524"
"84819","NVE10775","GO:0008270"
"84820","NVE10775","GO:0016818"
"84821","NVE10776","GO:0000783"
"84822","NVE10776","GO:0003691"
"84823","NVE10776","GO:0031627"
"84839","NVE10777","GO:0000398"
"84840","NVE10777","GO:0005681"
"84841","NVE10778","GO:0016021"
"84842","NVE10779",""
"84845","NVE10780","GO:0008360"
"84846","NVE10780","GO:0005737"
"84847","NVE10780","GO:0007049"
"84848","NVE10780","GO:0007059"
"84849","NVE10780","GO:0051301"
"84850","NVE10781","GO:0051015"
"84851","NVE10782","GO:0004677"
"84852","NVE10782","GO:0005524"
"84853","NVE10782","GO:0005634"
"84854","NVE10782","GO:0006281"
"84855","NVE10782","GO:0016301"
"84856","NVE10783","GO:0004553"
"84857","NVE10783","GO:0016052"
"84858","NVE10783","GO:0030246"
"84859","NVE10784","GO:0046872"
"84860","NVE10787","GO:0003676"
"84861","NVE10787","GO:0004824"
"84862","NVE10787","GO:0005524"
"84863","NVE10787","GO:0005737"
"84864","NVE10787","GO:0006430"
"84865","NVE10788","GO:0003924"
"84866","NVE10788","GO:0005525"
"84867","NVE10788","GO:0005802"
"84870","NVE10789","GO:0016021"
"84871","NVE10790",""
"84873","NVE10791","GO:0000045"
"84874","NVE10791","GO:0000421"
"84875","NVE10791","GO:0000422"
"84876","NVE10791","GO:0005829"
"84877","NVE10791","GO:0006995"
"84878","NVE10791","GO:0005737"
"84879","NVE10791","GO:0006914"
"84887","NVE10792","GO:0003723"
"84888","NVE10792","GO:0004000"
"84889","NVE10792","GO:0006396"
"84890","NVE10793","GO:0016021"
"84891","NVE10793","GO:0032880"
"84892","NVE10793","GO:0035869"
"84893","NVE10793","GO:0060170"
"84894","NVE10793","GO:0060271"
"84895","NVE10794","GO:0007165"
"84896","NVE10794","GO:0008270"
"84897","NVE10794","GO:0042981"
"84898","NVE10796","GO:0016021"
"84899","NVE10797","GO:0005737"
"84900","NVE10797","GO:0005886"
"84901","NVE10797","GO:0005942"
"84902","NVE10797","GO:0014065"
"84903","NVE10797","GO:0016303"
"84904","NVE10797","GO:0016477"
"84905","NVE10797","GO:0035005"
"84906","NVE10797","GO:0035091"
"84907","NVE10798","GO:0004930"
"84908","NVE10798","GO:0016021"
"84909","NVE10799","GO:0003723"
"84911","NVE10800",""
"84912","NVE10801","GO:0007165"
"84915","NVE10802","GO:0005887"
"84916","NVE10802","GO:0015179"
"84917","NVE10802","GO:0015297"
"84924","NVE10804",""
"84925","NVE10806","GO:0016021"
"84926","NVE10808","GO:0005737"
"84927","NVE10808","GO:0019005"
"84928","NVE10808","GO:0030162"
"84929","NVE10808","GO:0031625"
"84930","NVE10808","GO:0043161"
"84936","NVE10809","GO:0016021"
"84938","NVE10810","GO:0007165"
"84939","NVE10812","GO:0005622"
"84940","NVE10812","GO:0035556"
"84943","NVE10813","GO:0005524"
"84944","NVE10814","GO:0016021"
"84945","NVE10815","GO:0016021"
"84947","NVE10816","GO:0016021"
"84948","NVE10817","GO:0016021"
"84949","NVE10818","GO:0016021"
"84950","NVE10819","GO:0016021"
"84951","NVE10820","GO:0007098"
"84952","NVE10820","GO:0051225"
"84953","NVE10820","GO:0070652"
"84957","NVE10821","GO:0008237"
"84958","NVE10821","GO:0008241"
"84959","NVE10821","GO:0016020"
"85002","NVE10823","GO:0005096"
"85003","NVE10823","GO:0005789"
"85004","NVE10823","GO:0006888"
"85005","NVE10823","GO:0016021"
"85006","NVE10823","GO:0017137"
"85007","NVE10824","GO:0005524"
"85008","NVE10824","GO:0016301"
"85009","NVE10825","GO:0003824"
"85010","NVE10825","GO:0050662"
"85013","NVE10827","GO:0005770"
"85014","NVE10827","GO:0005829"
"85015","NVE10827","GO:0006886"
"85016","NVE10827","GO:0008565"
"85017","NVE10827","GO:0030904"
"85018","NVE10827","GO:0030906"
"85019","NVE10827","GO:0042147"
"85021","NVE10827","GO:0015031"
"85024","NVE10828","GO:0005524"
"85025","NVE10828","GO:0005765"
"85026","NVE10828","GO:0015440"
"85027","NVE10828","GO:0015833"
"85028","NVE10828","GO:0016021"
"85034","NVE10834","GO:0008168"
"85039","NVE10834","GO:0010181"
"85040","NVE10836","GO:0004512"
"85041","NVE10836","GO:0006021"
"85042","NVE10836","GO:0008654"
"85046","NVE10836","GO:0016021"
"85077","NVE10840",""
"85078","NVE10845","GO:0005814"
"85079","NVE10845","GO:0007005"
"85080","NVE10845","GO:0007268"
"85081","NVE10845","GO:0016021"
"85082","NVE10845","GO:0060271"
"85088","NVE10849","GO:0003824"
"85089","NVE10849","GO:0050662"
"85090","NVE10850","GO:0000166"
"85091","NVE10850","GO:0004383"
"85092","NVE10850","GO:0005886"
"85093","NVE10850","GO:0006182"
"85094","NVE10850","GO:0007165"
"85095","NVE10850","GO:0008074"
"85096","NVE10850","GO:0020037"
"85097","NVE10850","GO:0035556"
"85105","NVE10851","GO:0008380"
"85107","NVE10852","GO:0005747"
"85108","NVE10852","GO:0006120"
"85111","NVE10853","GO:0005509"
"85114","NVE10854","GO:0000407"
"85115","NVE10854","GO:0006888"
"85116","NVE10854","GO:0030242"
"85117","NVE10854","GO:0031410"
"85118","NVE10854","GO:0034497"
"85119","NVE10854","GO:0044804"
"85120","NVE10854","GO:1990072"
"85121","NVE10856","GO:0070492"
"85123","NVE10857","GO:0004129"
"85124","NVE10857","GO:0005751"
"85125","NVE10857","GO:0006123"
"85126","NVE10857","GO:0016021"
"85127","NVE10858","GO:0016021"
"85128","NVE10858","GO:0016787"
"85129","NVE10860","GO:0016491"
"85131","NVE10861","GO:0070492"
"85133","NVE10863","GO:0005634"
"85134","NVE10863","GO:0051726"
"85136","NVE10864","GO:0005737"
"85137","NVE10864","GO:0031625"
"85138","NVE10864","GO:0061630"
"85139","NVE10865","GO:0003779"
"85140","NVE10865","GO:0005737"
"85141","NVE10865","GO:0005885"
"85142","NVE10865","GO:0030041"
"85143","NVE10865","GO:0034314"
"85192","NVE10865","GO:0005200"
"85195","NVE10865","GO:0019899"
"85197","NVE10865","GO:0030674"
"85199","NVE10865","GO:0051015"
"85210","NVE10866","GO:0000288"
"85211","NVE10866","GO:0000932"
"85212","NVE10866","GO:0017148"
"85213","NVE10866","GO:0030015"
"85214","NVE10866","GO:0032947"
"85215","NVE10867","GO:0000288"
"85216","NVE10867","GO:0000932"
"85217","NVE10867","GO:0017148"
"85218","NVE10867","GO:0030015"
"85219","NVE10867","GO:0032947"
"85220","NVE10868","GO:0004602"
"85221","NVE10868","GO:0006979"
"85222","NVE10869","GO:0000981"
"85223","NVE10869","GO:0005634"
"85224","NVE10869","GO:0009653"
"85225","NVE10869","GO:0030154"
"85226","NVE10869","GO:0043565"
"85227","NVE10869","GO:0003700"
"85230","NVE10870","GO:0003810"
"85231","NVE10870","GO:0018149"
"85234","NVE10871","GO:0004198"
"85235","NVE10871","GO:0005509"
"85236","NVE10871","GO:0005737"
"85237","NVE10871","GO:0006508"
"85238","NVE10872","GO:0004198"
"85239","NVE10872","GO:0005509"
"85240","NVE10872","GO:0005737"
"85241","NVE10872","GO:0006508"
"85243","NVE10873","GO:0004930"
"85244","NVE10873","GO:0005524"
"85245","NVE10873","GO:0016021"
"85246","NVE10873","GO:0042626"
"85247","NVE10873","GO:0008502"
"85249","NVE10874","GO:0005524"
"85250","NVE10874","GO:0016020"
"85251","NVE10874","GO:0016021"
"85252","NVE10874","GO:0042626"
"85253","NVE10874","GO:0055085"
"85254","NVE10874","GO:0004930"
"85263","NVE10875","GO:0003777"
"85264","NVE10875","GO:0005524"
"85265","NVE10875","GO:0005871"
"85266","NVE10875","GO:0005874"
"85267","NVE10875","GO:0007018"
"85268","NVE10875","GO:0008017"
"85269","NVE10875","GO:0008569"
"85270","NVE10875","GO:0016887"
"85271","NVE10876",""
"85272","NVE10877","GO:0019005"
"85273","NVE10877","GO:0030332"
"85274","NVE10877","GO:0031146"
"85275","NVE10877","GO:0031571"
"85276","NVE10878","GO:0008234"
"85278","NVE10879","GO:0004197"
"85279","NVE10879","GO:0005615"
"85280","NVE10879","GO:0005764"
"85281","NVE10879","GO:0051603"
"85282","NVE10880","GO:0004089"
"85283","NVE10880","GO:0005737"
"85284","NVE10880","GO:0006730"
"85285","NVE10880","GO:0008270"
"85292","NVE10881","GO:0000226"
"85293","NVE10881","GO:0003777"
"85294","NVE10881","GO:0005868"
"85295","NVE10881","GO:0007018"
"85296","NVE10881","GO:0045504"
"85300","NVE10882","GO:0001965"
"85301","NVE10882","GO:0005085"
"85302","NVE10882","GO:0005096"
"85303","NVE10882","GO:0005737"
"85304","NVE10882","GO:0007186"
"85305","NVE10883","GO:0005634"
"85306","NVE10883","GO:0016422"
"85307","NVE10885","GO:0000175"
"85308","NVE10885","GO:0005634"
"85309","NVE10885","GO:0034477"
"85310","NVE10887","GO:0046872"
"85311","NVE10888","GO:0005783"
"85312","NVE10888","GO:0005789"
"85313","NVE10888","GO:0006613"
"85314","NVE10888","GO:0016021"
"85315","NVE10889","GO:0016491"
"85317","NVE10890","GO:0003677"
"85318","NVE10890","GO:0004519"
"85319","NVE10890","GO:0004527"
"85320","NVE10890","GO:0005654"
"85321","NVE10890","GO:0005730"
"85322","NVE10890","GO:0005739"
"85323","NVE10890","GO:0006260"
"85324","NVE10890","GO:0006281"
"85325","NVE10890","GO:0046872"
"85326","NVE10891","GO:0008502"
"85327","NVE10891","GO:0016021"
"85328","NVE10893","GO:0004930"
"85329","NVE10893","GO:0016021"
"85332","NVE10894","GO:0005509"
"85333","NVE10894","GO:0005634"
"85334","NVE10894","GO:0005829"
"85335","NVE10894","GO:0016021"
"85336","NVE10894","GO:0045202"
"85337","NVE10894","GO:0051480"
"85340","NVE10895","GO:0005509"
"85341","NVE10895","GO:0005634"
"85342","NVE10895","GO:0005829"
"85343","NVE10895","GO:0016021"
"85344","NVE10895","GO:0045202"
"85345","NVE10895","GO:0051480"
"85352","NVE10896","GO:0005509"
"85353","NVE10896","GO:0005634"
"85354","NVE10896","GO:0005829"
"85355","NVE10896","GO:0045202"
"85356","NVE10896","GO:0051480"
"85376","NVE10896",""
"85386","NVE10896","GO:0043005"
"85417","NVE10896","GO:0005921"
"85418","NVE10897","GO:0005509"
"85419","NVE10897","GO:0005634"
"85420","NVE10897","GO:0005829"
"85421","NVE10897","GO:0045202"
"85422","NVE10897","GO:0051480"
"85425","NVE10898","GO:0005509"
"85426","NVE10898","GO:0005634"
"85427","NVE10898","GO:0005829"
"85428","NVE10898","GO:0045202"
"85429","NVE10898","GO:0051480"
"85431","NVE10899","GO:0005509"
"85432","NVE10899","GO:0005634"
"85433","NVE10899","GO:0005829"
"85434","NVE10899","GO:0045202"
"85435","NVE10899","GO:0051480"
"85436","NVE10902","GO:0005747"
"85437","NVE10902","GO:0006120"
"85438","NVE10902","GO:0008137"
"85439","NVE10902","GO:0046872"
"85440","NVE10902","GO:0051537"
"85441","NVE10905","GO:0008514"
"85442","NVE10905","GO:0016021"
"85443","NVE10905","GO:0006556"
"85444","NVE10905","GO:0015238"
"85445","NVE10905","GO:0015297"
"85447","NVE10907","GO:0016021"
"85451","NVE10907","GO:0005198"
"85455","NVE10909","GO:0016021"
"85456","NVE10909","GO:0005198"
"85457","NVE10910","GO:0005198"
"85459","NVE10910","GO:0016021"
"85464","NVE10911","GO:0004479"
"85465","NVE10912","GO:0005198"
"85466","NVE10912","GO:0016021"
"85471","NVE10913","GO:0016021"
"85472","NVE10913",""
"85473","NVE10914","GO:0005198"
"85474","NVE10915",""
"85475","NVE10915","GO:0016021"
"85476","NVE10916","GO:0000155"
"85477","NVE10916","GO:0005524"
"85478","NVE10916","GO:0005622"
"85479","NVE10916","GO:0006355"
"85492","NVE10916","GO:0000980"
"85493","NVE10916","GO:0001206"
"85494","NVE10916","GO:0005634"
"85495","NVE10916","GO:0005739"
"85496","NVE10916","GO:0006366"
"85497","NVE10916","GO:0007165"
"85498","NVE10916","GO:0007275"
"85499","NVE10916","GO:0016604"
"85500","NVE10916","GO:0043565"
"85501","NVE10916","GO:0044212"
"85506","NVE10917","GO:0005198"
"85508","NVE10919","GO:0005198"
"85509","NVE10919","GO:0016021"
"85510","NVE10920","GO:0003676"
"85511","NVE10920","GO:0015074"
"85514","NVE10921","GO:0016021"
"85517","NVE10922","GO:0005581"
"85518","NVE10922","GO:0016021"
"85519","NVE10923","GO:0008608"
"85520","NVE10923","GO:0034501"
"85521","NVE10926","GO:0004930"
"85522","NVE10926","GO:0016021"
"85523","NVE10927","GO:0004668"
"85524","NVE10927","GO:0009446"
"85529","NVE10929","GO:0005840"
"85530","NVE10930","GO:0005737"
"85531","NVE10930","GO:0005980"
"85532","NVE10930","GO:0008184"
"85533","NVE10930","GO:0030170"
"85534","NVE10930","GO:0102250"
"85535","NVE10930","GO:0102499"
"85536","NVE10931","GO:0005737"
"85537","NVE10931","GO:0005980"
"85538","NVE10931","GO:0008184"
"85539","NVE10931","GO:0030170"
"85540","NVE10931","GO:0102250"
"85541","NVE10931","GO:0102499"
"85542","NVE10931","GO:0005975"
"85547","NVE10932","GO:0035082"
"85548","NVE10932","GO:0044458"
"85549","NVE10932","GO:0060294"
"85550","NVE10933","GO:0016787"
"85552","NVE10934","GO:0036128"
"85553","NVE10938","GO:0003779"
"85554","NVE10938","GO:0007155"
"85555","NVE10938","GO:0031532"
"85558","NVE10938","GO:0016021"
"85560","NVE10941","GO:0005743"
"85561","NVE10941","GO:0006839"
"85562","NVE10941","GO:0016021"
"85563","NVE10941","GO:0022857"
"85568","NVE10942","GO:0004854"
"85569","NVE10942","GO:0005506"
"85570","NVE10942","GO:0005829"
"85571","NVE10942","GO:0009115"
"85572","NVE10942","GO:0016614"
"85573","NVE10942","GO:0016903"
"85574","NVE10942","GO:0050660"
"85575","NVE10942","GO:0051537"
"85580","NVE10942","GO:0043546"
"85582","NVE10944","GO:0004854"
"85583","NVE10944","GO:0005506"
"85584","NVE10944","GO:0005829"
"85585","NVE10944","GO:0009115"
"85586","NVE10944","GO:0016614"
"85587","NVE10944","GO:0016903"
"85588","NVE10944","GO:0050660"
"85589","NVE10944","GO:0051537"
"85590","NVE10946","GO:0000055"
"85591","NVE10946","GO:0005634"
"85592","NVE10946","GO:0005737"
"85593","NVE10946","GO:0043023"
"85602","NVE10947","GO:0016567"
"85603","NVE10947","GO:0031463"
"85606","NVE10948","GO:0016021"
"85608","NVE10949","GO:0005509"
"85610","NVE10950","GO:0005509"
"85611","NVE10953","GO:0004674"
"85612","NVE10953","GO:0005524"
"85613","NVE10953","GO:0005737"
"85616","NVE10954","GO:0004705"
"85617","NVE10954","GO:0005524"
"85618","NVE10954","GO:0005634"
"85619","NVE10954","GO:0005737"
"85620","NVE10954","GO:0007254"
"85621","NVE10954","GO:0010468"
"85622","NVE10954","GO:0004707"
"85624","NVE10954","GO:0005622"
"85670","NVE10954",""
"85685","NVE10955","GO:0004045"
"85686","NVE10956","GO:0006397"
"85688","NVE10957","GO:0003677"
"85689","NVE10957","GO:0003723"
"85690","NVE10957","GO:0005730"
"85691","NVE10957","GO:0022625"
"85692","NVE10957","GO:0042273"
"85693","NVE10957","GO:0042274"
"85700","NVE10958","GO:0004623"
"85701","NVE10958","GO:0005509"
"85702","NVE10958","GO:0005576"
"85703","NVE10958","GO:0006644"
"85704","NVE10958","GO:0016042"
"85705","NVE10958","GO:0050482"
"85706","NVE10958","GO:0102567"
"85707","NVE10958","GO:0102568"
"85716","NVE10959","GO:0000151"
"85717","NVE10959","GO:0004842"
"85718","NVE10959","GO:0005634"
"85719","NVE10959","GO:0005737"
"85720","NVE10959","GO:0031625"
"85726","NVE10964","GO:0004674"
"85727","NVE10964","GO:0005524"
"85728","NVE10966","GO:0004140"
"85729","NVE10966","GO:0005524"
"85730","NVE10966","GO:0015937"
"85731","NVE10967","GO:0003952"
"85732","NVE10967","GO:0004359"
"85733","NVE10967","GO:0005524"
"85734","NVE10967","GO:0005737"
"85735","NVE10967","GO:0009435"
"85736","NVE10969","GO:0004930"
"85737","NVE10969","GO:0016021"
"85742","NVE10971","GO:0016021"
"85743","NVE10972","GO:0004045"
"85745","NVE10973","GO:0016021"
"85746","NVE10975","GO:0006486"
"85747","NVE10975","GO:0016021"
"85748","NVE10975","GO:0016757"
"85752","NVE10976","GO:0018193"
"85753","NVE10978","GO:0003676"
"85754","NVE10978","GO:0015074"
"85755","NVE10979","GO:0016021"
"85756","NVE10981","GO:0005768"
"85757","NVE10981","GO:0005802"
"85758","NVE10981","GO:0007040"
"85759","NVE10981","GO:0030136"
"85760","NVE10981","GO:0080025"
"85761","NVE10982","GO:0005768"
"85762","NVE10982","GO:0005802"
"85763","NVE10982","GO:0007040"
"85764","NVE10982","GO:0030136"
"85765","NVE10982","GO:0080025"
"85766","NVE10985","GO:0005739"
"85767","NVE10985","GO:0034551"
"85770","NVE10986","GO:0005634"
"85771","NVE10986","GO:0010265"
"85772","NVE10986","GO:0016567"
"85773","NVE10987","GO:0005634"
"85774","NVE10987","GO:0010265"
"85775","NVE10987","GO:0016567"
"85776","NVE10988","GO:0004930"
"85777","NVE10988","GO:0016021"
"85778","NVE10989","GO:0004930"
"85779","NVE10989","GO:0016021"
"85782","NVE10991","GO:0070492"
"85788","NVE10993","GO:0004072"
"85789","NVE10993","GO:0004412"
"85804","NVE10995","GO:0003341"
"85805","NVE10995","GO:0005929"
"85806","NVE10995","GO:0060271"
"85813","NVE10996",""
"85814","NVE10999","GO:0004888"
"85815","NVE10999","GO:0016021"
"85816","NVE10999","GO:0022848"
"85817","NVE10999","GO:0030054"
"85818","NVE10999","GO:0045211"
"85819","NVE11000","GO:0003676"
"85820","NVE11000","GO:0008270"
"85821","NVE11001","GO:0051018"
"85822","NVE11001","GO:0060828"
"85825","NVE11003","GO:0016021"
